current_price,predicted_price_7d,price_volatility_30d,storage_capacity_kg,quantity_kg,days_since_harvest,distance_to_nearest_buyer_km,rain_probability_pct,demand_score,label
48.45,60.74,0.1494,500.0,2653.9,2,76.3,69.4,0.493,SELL_NOW
60.02,69.45,0.2346,5000.0,1297.4,3,59.7,76.8,0.87,SELL_NOW
56.21,62.06,0.1713,0.0,1658.7,9,107.0,89.6,0.26,SELL_NOW
29.6,28.25,0.1255,200.0,243.0,3,101.7,35.5,0.579,WAIT
76.84,93.12,0.2043,500.0,106.8,14,37.0,95.1,0.421,STORE
61.65,78.76,0.2381,200.0,809.9,9,95.4,63.7,0.212,SELL_NOW
48.8,59.08,0.0153,1000.0,2073.7,20,13.7,78.8,0.145,SELL_NOW
52.82,42.3,0.2458,500.0,451.7,15,99.1,70.0,0.6,SELL_NOW
39.37,44.03,0.0307,500.0,429.9,14,81.7,20.6,0.119,STORE
27.34,22.57,0.2055,1000.0,1291.8,18,12.4,7.1,0.193,SELL_NOW
34.92,32.43,0.0773,5000.0,1978.7,19,82.6,72.6,0.413,SELL_NOW
63.05,52.32,0.0417,500.0,2165.0,18,70.5,51.1,0.139,SELL_NOW
11.01,12.13,0.1156,200.0,617.5,17,72.2,70.2,0.46,SELL_NOW
18.13,20.72,0.1645,0.0,330.8,11,36.3,47.7,0.217,AGGREGATE
13.22,11.33,0.1014,200.0,2827.2,15,33.4,31.2,0.415,SELL_NOW
12.85,12.75,0.0231,5000.0,855.9,0,92.0,28.5,0.812,WAIT
69.88,71.85,0.1539,0.0,2574.7,15,32.3,73.1,0.664,SELL_NOW
59.26,58.34,0.2266,200.0,2604.1,1,54.7,27.7,0.501,WAIT
43.19,37.17,0.102,200.0,2340.3,14,84.0,71.5,0.183,SELL_NOW
16.85,17.01,0.0619,1000.0,589.6,6,11.4,38.4,0.657,WAIT
44.41,52.21,0.1162,5000.0,2483.2,0,72.2,77.1,0.247,STORE
43.14,36.05,0.0216,1000.0,2330.8,4,71.5,14.3,0.169,SELL_NOW
22.12,18.59,0.2069,0.0,1830.5,9,82.7,20.5,0.698,SELL_NOW
40.37,39.46,0.2083,1000.0,1077.9,20,45.7,68.6,0.921,SELL_NOW
37.9,48.16,0.1511,5000.0,861.3,3,55.0,56.0,0.515,WAIT
53.11,60.24,0.0947,500.0,453.5,13,40.9,20.4,0.137,STORE
54.46,62.04,0.2019,500.0,1578.3,12,97.4,90.3,0.892,SELL_NOW
13.17,12.92,0.1431,0.0,1797.3,0,17.4,27.6,0.16,WAIT
36.22,39.73,0.2082,500.0,1142.1,15,115.6,42.1,0.881,AGGREGATE
53.81,43.32,0.1616,1000.0,1478.5,8,76.9,20.2,0.453,SELL_NOW
45.22,50.56,0.1983,0.0,1154.2,15,106.7,38.8,0.429,AGGREGATE
69.95,87.91,0.1537,5000.0,1958.9,18,52.3,49.2,0.589,WAIT
56.11,62.07,0.1094,0.0,2713.7,14,41.2,29.5,0.961,AGGREGATE
21.41,26.48,0.2399,0.0,575.4,13,108.3,76.9,0.909,SELL_NOW
14.94,17.36,0.1399,200.0,1206.1,19,13.7,39.4,0.523,AGGREGATE
54.97,47.29,0.1552,200.0,508.5,9,15.8,73.0,0.726,SELL_NOW
11.86,14.83,0.0629,0.0,1912.3,20,37.3,20.7,0.622,AGGREGATE
51.0,42.5,0.1602,500.0,2213.7,11,115.3,37.7,0.724,SELL_NOW
75.82,80.89,0.1472,200.0,2802.5,0,76.7,0.8,0.846,SELL_NOW
50.28,43.8,0.0544,5000.0,908.7,20,67.4,75.9,0.131,SELL_NOW
37.17,29.96,0.0243,1000.0,2855.6,16,85.2,62.6,0.393,SELL_NOW
55.03,55.64,0.155,200.0,283.5,8,51.3,81.8,0.963,SELL_NOW
42.08,39.87,0.1933,0.0,1848.7,18,91.5,45.6,0.954,SELL_NOW
48.19,50.27,0.1356,500.0,265.7,17,48.4,80.0,0.11,WAIT
75.9,82.63,0.0644,1000.0,2691.9,6,99.5,64.8,0.281,SELL_NOW
37.03,30.43,0.17,200.0,1636.4,8,33.5,0.4,0.994,SELL_NOW
77.28,66.58,0.0292,500.0,2041.1,20,34.8,25.4,0.544,SELL_NOW
73.37,79.19,0.116,500.0,2511.6,11,63.6,49.4,0.616,WAIT
23.71,23.03,0.0492,500.0,535.9,6,52.8,61.9,0.25,SELL_NOW
14.86,17.3,0.0543,0.0,211.9,13,78.5,6.6,0.905,AGGREGATE
17.05,19.21,0.0586,5000.0,2648.8,14,45.0,70.5,0.308,STORE
11.28,13.79,0.1028,500.0,1013.3,14,29.2,54.4,0.271,AGGREGATE
16.61,19.04,0.0223,1000.0,474.0,5,57.4,52.6,0.305,STORE
57.81,58.68,0.1055,200.0,1458.5,20,68.2,29.2,0.928,SELL_NOW
14.98,17.03,0.1328,1000.0,1835.1,13,18.8,59.5,0.733,AGGREGATE
32.33,30.31,0.126,0.0,189.8,1,67.7,2.7,0.792,SELL_NOW
69.14,65.9,0.1019,0.0,897.2,7,39.7,6.5,0.439,WAIT
11.63,13.89,0.2114,1000.0,195.1,12,48.3,73.4,0.918,SELL_NOW
67.01,68.57,0.0449,5000.0,1319.0,5,35.0,32.2,0.81,SELL_NOW
29.73,35.65,0.1314,0.0,2695.8,4,111.9,34.7,0.776,AGGREGATE
18.27,22.13,0.0249,0.0,2949.7,4,82.6,20.8,0.974,AGGREGATE
58.77,72.22,0.0271,1000.0,1947.4,0,33.0,44.6,0.43,AGGREGATE
54.03,67.98,0.1477,0.0,568.7,8,78.1,5.2,0.65,AGGREGATE
71.42,72.53,0.1458,5000.0,2727.0,5,102.1,30.0,0.919,SELL_NOW
61.45,58.96,0.2207,5000.0,1597.1,19,49.4,52.7,0.812,WAIT
66.24,72.28,0.1439,5000.0,545.9,6,99.9,46.6,0.607,WAIT
29.74,29.31,0.2403,200.0,2773.0,8,20.2,100.0,0.169,SELL_NOW
22.42,24.67,0.0217,5000.0,2296.7,4,99.1,38.9,0.687,WAIT
62.54,72.1,0.0335,5000.0,2221.9,13,65.8,38.7,0.574,WAIT
66.48,76.06,0.0206,200.0,2156.6,4,28.3,50.4,0.266,AGGREGATE
79.34,78.33,0.0545,500.0,681.0,7,50.0,19.0,0.894,WAIT
38.88,34.35,0.1399,0.0,711.9,6,118.6,87.6,0.409,SELL_NOW
36.04,36.59,0.1649,5000.0,2096.0,12,94.5,57.2,0.449,WAIT
64.35,56.07,0.0209,0.0,737.2,12,69.9,19.2,0.705,SELL_NOW
33.86,42.15,0.237,1000.0,1372.1,7,15.6,79.3,0.54,SELL_NOW
75.15,73.12,0.2121,0.0,2367.8,10,51.3,3.4,0.18,WAIT
70.09,61.48,0.0812,200.0,2373.5,17,33.0,98.3,0.449,SELL_NOW
40.03,32.53,0.0285,0.0,1414.5,18,10.4,86.5,0.185,SELL_NOW
62.56,70.25,0.0508,0.0,2397.4,5,66.0,58.0,0.272,AGGREGATE
62.82,70.26,0.0405,0.0,2532.0,1,106.9,11.1,0.106,AGGREGATE
17.22,16.71,0.0396,500.0,1998.8,12,81.7,21.5,0.263,WAIT
73.18,61.17,0.1345,500.0,762.4,10,31.5,27.9,0.397,SELL_NOW
45.37,45.59,0.069,1000.0,894.6,0,69.7,24.1,0.584,WAIT
67.85,64.84,0.096,200.0,1013.0,1,113.3,49.8,0.927,WAIT
32.4,36.89,0.2475,0.0,438.7,16,87.3,94.5,0.586,SELL_NOW
72.69,80.17,0.1742,0.0,892.2,7,83.4,44.4,0.735,AGGREGATE
37.24,36.58,0.2378,0.0,707.6,1,116.2,66.2,0.422,SELL_NOW
10.76,9.78,0.0442,0.0,1420.5,5,96.3,68.9,0.776,SELL_NOW
73.38,94.95,0.1017,500.0,2734.5,4,18.1,87.2,0.658,SELL_NOW
16.39,16.83,0.1431,1000.0,403.0,15,43.0,3.4,0.514,WAIT
32.35,37.02,0.0284,5000.0,2188.8,7,115.9,40.4,0.274,STORE
76.5,66.58,0.011,200.0,2093.1,18,59.8,78.5,0.373,SELL_NOW
76.54,79.82,0.1709,0.0,377.7,15,15.2,81.5,0.659,SELL_NOW
50.14,40.8,0.164,1000.0,2775.5,12,56.1,92.7,0.483,SELL_NOW
54.23,57.09,0.1086,5000.0,1748.6,19,84.2,70.3,0.9,SELL_NOW
41.39,53.06,0.1275,1000.0,1154.8,6,119.7,24.5,0.311,AGGREGATE
30.52,30.28,0.1097,500.0,2294.0,15,40.2,50.6,0.166,SELL_NOW
33.01,27.05,0.0158,5000.0,846.4,15,62.7,3.2,0.63,SELL_NOW
57.08,46.54,0.0905,1000.0,2111.2,11,105.8,64.7,0.897,SELL_NOW
62.67,62.29,0.0525,500.0,215.2,13,43.9,55.4,0.428,WAIT
65.41,57.56,0.0336,1000.0,2534.3,17,14.9,66.7,0.683,SELL_NOW
65.27,52.98,0.2396,1000.0,1399.7,17,114.0,93.0,0.308,SELL_NOW
16.38,19.3,0.1538,5000.0,1946.4,15,59.6,68.7,0.603,WAIT
44.61,45.91,0.1849,500.0,741.6,19,61.3,32.0,0.808,SELL_NOW
14.03,13.25,0.0857,0.0,2063.5,15,75.3,19.9,0.88,SELL_NOW
48.47,60.59,0.1044,200.0,2339.5,12,2.4,85.5,0.195,SELL_NOW
40.91,35.1,0.0669,5000.0,1472.3,8,111.9,19.4,0.421,SELL_NOW
72.14,92.19,0.0333,500.0,1891.4,8,44.7,16.2,0.676,AGGREGATE
34.56,33.08,0.053,1000.0,1423.3,12,48.8,20.7,0.131,WAIT
18.19,22.64,0.2014,500.0,2692.9,3,22.5,50.9,0.722,AGGREGATE
20.01,22.04,0.1726,200.0,1543.8,8,46.6,12.4,0.575,AGGREGATE
63.31,76.81,0.1413,200.0,2541.2,14,96.9,93.8,0.36,SELL_NOW
53.28,68.83,0.124,0.0,2423.9,13,96.4,96.6,0.833,SELL_NOW
17.08,16.13,0.2314,0.0,1290.5,18,112.4,97.4,0.361,SELL_NOW
15.89,20.34,0.0275,200.0,767.2,11,49.6,3.9,0.992,AGGREGATE
59.07,58.76,0.0773,5000.0,1277.6,20,85.6,94.6,0.835,WAIT
15.09,14.98,0.094,5000.0,2496.0,5,61.9,99.7,0.737,WAIT
67.53,65.52,0.1978,1000.0,760.1,2,96.9,94.2,0.155,WAIT
59.44,63.64,0.2482,0.0,1620.9,19,86.1,67.1,0.914,SELL_NOW
15.69,13.77,0.0678,1000.0,2437.7,15,45.4,70.1,0.811,SELL_NOW
15.94,17.16,0.2198,0.0,1125.1,19,41.7,12.2,0.306,SELL_NOW
79.06,84.67,0.2093,200.0,1962.4,16,31.8,87.4,0.453,SELL_NOW
36.2,42.75,0.0639,5000.0,812.3,15,70.0,6.0,0.342,STORE
35.94,43.74,0.1058,5000.0,416.9,5,115.7,31.8,0.986,SELL_NOW
66.9,68.25,0.1083,200.0,2403.7,7,25.6,99.1,0.869,SELL_NOW
76.31,72.58,0.2448,1000.0,387.0,18,13.2,42.2,0.937,WAIT
79.02,73.46,0.0534,1000.0,887.0,1,16.1,13.1,0.81,SELL_NOW
62.74,56.29,0.2018,500.0,2579.8,13,94.4,96.9,0.511,SELL_NOW
36.34,30.12,0.0902,0.0,1104.8,11,43.3,98.4,0.285,SELL_NOW
15.85,15.39,0.1854,1000.0,2921.8,16,28.5,18.7,0.287,SELL_NOW
64.4,60.22,0.1108,200.0,2941.2,14,43.6,86.5,0.237,SELL_NOW
49.09,62.99,0.1488,1000.0,878.0,17,78.1,39.0,0.592,WAIT
39.7,42.83,0.2098,5000.0,218.8,15,66.5,38.1,0.928,SELL_NOW
73.44,71.51,0.203,0.0,2144.7,12,89.7,26.3,0.993,WAIT
17.78,19.39,0.2179,500.0,1407.9,20,42.0,4.5,0.359,AGGREGATE
44.48,38.68,0.0243,0.0,392.2,16,55.3,26.8,0.728,SELL_NOW
10.79,11.03,0.1761,5000.0,2151.8,7,14.0,5.4,0.637,WAIT
42.81,47.65,0.0436,5000.0,190.4,0,10.6,92.4,0.54,WAIT
13.94,14.56,0.1098,5000.0,2623.6,2,56.5,66.2,0.699,WAIT
18.32,18.33,0.1417,5000.0,502.1,15,37.6,88.7,0.434,WAIT
18.23,23.64,0.1067,200.0,469.2,1,74.3,71.7,0.95,SELL_NOW
55.44,68.76,0.1347,500.0,609.4,14,7.1,13.1,0.735,AGGREGATE
62.22,69.17,0.2492,5000.0,2884.8,0,16.4,94.1,0.779,SELL_NOW
50.84,55.14,0.0425,5000.0,2110.2,8,104.1,90.0,0.318,WAIT
77.35,85.89,0.1721,1000.0,2424.0,15,68.8,34.8,0.252,AGGREGATE
36.24,32.64,0.105,500.0,1253.1,3,86.0,11.2,0.455,SELL_NOW
30.0,29.93,0.0419,0.0,1075.3,11,101.4,70.4,0.79,SELL_NOW
70.8,58.04,0.0481,500.0,780.0,0,56.7,72.8,0.945,SELL_NOW
25.65,26.62,0.2378,500.0,1493.9,0,91.8,89.7,0.485,SELL_NOW
77.43,82.96,0.2211,500.0,1700.3,6,63.9,5.3,0.797,SELL_NOW
10.85,9.92,0.2277,5000.0,1932.1,17,28.3,14.2,0.523,SELL_NOW
77.89,99.86,0.248,5000.0,845.6,14,41.8,59.8,0.366,STORE
13.02,16.34,0.06,200.0,2851.1,12,59.9,61.9,0.765,SELL_NOW
72.38,84.04,0.0953,0.0,592.3,15,39.4,3.4,0.818,AGGREGATE
46.94,50.07,0.1706,1000.0,2900.4,6,41.6,39.7,0.283,WAIT
79.51,98.19,0.1261,500.0,143.1,15,41.8,58.4,0.375,STORE
15.17,13.12,0.1104,0.0,1495.3,12,16.5,73.8,0.545,SELL_NOW
48.77,58.29,0.0959,0.0,1066.8,13,12.0,31.6,0.268,AGGREGATE
77.85,67.14,0.1525,200.0,1402.5,16,7.5,48.4,0.936,SELL_NOW
46.62,55.81,0.1481,1000.0,1754.9,11,15.1,81.4,0.632,SELL_NOW
54.06,50.7,0.0487,500.0,1363.2,19,42.6,95.4,0.209,SELL_NOW
58.7,72.71,0.1232,1000.0,1303.1,12,72.1,23.0,0.266,AGGREGATE
41.82,53.19,0.1428,200.0,2224.9,19,24.2,25.3,0.959,AGGREGATE
53.93,47.16,0.1469,5000.0,2089.0,14,106.8,94.0,0.764,SELL_NOW
50.9,52.5,0.0604,0.0,2516.5,20,97.4,39.6,0.761,SELL_NOW
73.08,94.31,0.1881,500.0,824.9,3,63.4,71.8,0.165,SELL_NOW
13.18,13.73,0.016,5000.0,1867.6,1,87.5,61.2,0.906,SELL_NOW
29.67,36.54,0.0952,200.0,1797.1,17,45.2,28.6,0.499,AGGREGATE
76.53,83.75,0.1973,1000.0,1172.2,1,6.3,65.4,0.694,SELL_NOW
72.32,71.43,0.1453,0.0,1509.6,14,108.7,65.6,0.964,SELL_NOW
41.9,39.5,0.0727,500.0,1010.0,18,17.1,59.2,0.19,SELL_NOW
53.41,48.15,0.1768,5000.0,511.3,14,113.9,10.0,0.534,SELL_NOW
29.42,34.74,0.1462,5000.0,720.0,19,69.5,99.5,0.145,STORE
23.17,23.01,0.2011,0.0,406.0,9,38.1,40.0,0.55,WAIT
42.46,44.82,0.1864,1000.0,2080.9,19,60.5,63.8,0.327,SELL_NOW
34.73,36.34,0.1564,200.0,2016.1,10,61.2,88.6,0.92,SELL_NOW
50.86,55.36,0.1272,1000.0,2856.8,9,4.7,42.3,0.459,AGGREGATE
15.44,19.04,0.042,1000.0,2216.1,4,43.9,77.4,0.67,SELL_NOW
78.21,100.92,0.0727,1000.0,250.9,8,89.3,97.2,0.874,SELL_NOW
79.03,79.33,0.1106,0.0,2664.3,19,62.2,35.9,0.985,SELL_NOW
58.87,71.46,0.1538,0.0,2601.8,18,30.8,40.5,0.553,AGGREGATE
47.53,56.19,0.1333,200.0,1385.6,12,41.5,90.6,0.51,SELL_NOW
31.67,34.41,0.0792,1000.0,1799.0,17,103.8,16.0,0.168,AGGREGATE
66.97,85.58,0.0116,0.0,2930.6,16,64.0,2.9,0.111,AGGREGATE
57.93,52.15,0.1291,200.0,1643.7,5,64.3,90.9,0.648,SELL_NOW
21.38,18.27,0.0786,200.0,2725.4,9,115.5,82.2,0.159,SELL_NOW
73.76,90.51,0.1863,1000.0,340.8,1,39.9,97.3,0.442,STORE
67.58,68.9,0.0157,500.0,654.1,5,58.6,5.8,0.103,WAIT
76.49,93.58,0.1504,1000.0,1378.2,20,97.8,15.6,0.654,AGGREGATE
60.8,75.79,0.236,500.0,1795.8,12,91.6,10.5,0.483,AGGREGATE
52.94,44.0,0.0519,200.0,2467.1,17,33.4,68.3,0.214,SELL_NOW
39.28,48.77,0.1232,0.0,2966.0,6,19.8,60.6,0.367,SELL_NOW
75.29,77.11,0.0319,5000.0,1227.7,1,84.7,35.9,0.613,WAIT
70.62,74.52,0.1602,200.0,237.5,13,32.4,5.7,0.691,WAIT
13.17,14.66,0.1421,0.0,2423.4,4,110.9,64.0,0.516,SELL_NOW
11.85,14.96,0.1078,200.0,1852.7,17,17.3,57.0,0.824,AGGREGATE
36.35,29.43,0.1351,1000.0,675.8,10,39.6,11.3,0.201,SELL_NOW
66.74,69.3,0.2252,500.0,1535.0,9,8.5,90.9,0.176,SELL_NOW
79.11,90.49,0.0571,200.0,2252.7,10,85.0,19.9,0.14,AGGREGATE
20.53,23.84,0.0154,0.0,2334.2,1,107.2,74.4,0.582,SELL_NOW
51.59,59.13,0.2168,1000.0,1548.9,14,77.0,88.5,0.736,SELL_NOW
36.66,31.79,0.1485,5000.0,985.1,6,112.7,57.9,0.217,SELL_NOW
77.89,73.98,0.2238,1000.0,2923.9,8,17.2,24.7,0.675,SELL_NOW
68.95,67.53,0.1533,500.0,2023.8,4,12.4,30.9,0.529,WAIT
68.68,82.57,0.2044,1000.0,1283.9,6,100.9,88.6,0.989,SELL_NOW
42.81,40.21,0.1131,5000.0,913.3,19,103.0,29.8,0.746,SELL_NOW
39.04,35.34,0.19,0.0,2220.2,1,100.1,74.6,0.692,SELL_NOW
29.14,37.26,0.2291,200.0,802.3,2,96.3,99.0,0.613,SELL_NOW
13.95,11.22,0.1473,500.0,598.0,1,44.7,100.0,0.998,SELL_NOW
70.53,91.61,0.0534,5000.0,1636.5,20,27.7,53.3,0.982,SELL_NOW
66.9,76.16,0.0745,500.0,941.0,18,111.6,82.7,0.584,SELL_NOW
79.98,97.11,0.0577,1000.0,1923.8,3,38.2,99.0,0.51,SELL_NOW
79.76,75.56,0.0692,500.0,442.0,19,49.0,37.5,0.516,SELL_NOW
48.88,39.45,0.0835,5000.0,1999.3,6,84.5,25.2,0.486,SELL_NOW
63.83,74.61,0.1432,200.0,921.6,6,36.6,11.4,0.578,AGGREGATE
76.13,92.66,0.1511,200.0,100.7,16,98.7,14.1,0.346,STORE
69.48,81.3,0.1124,500.0,468.1,18,10.3,85.4,0.934,SELL_NOW
27.31,23.8,0.1577,0.0,2807.5,15,95.4,58.9,0.541,SELL_NOW
41.54,48.88,0.0296,500.0,2615.3,2,73.0,87.4,0.858,SELL_NOW
19.04,22.55,0.0311,1000.0,777.5,14,69.6,78.9,0.528,WAIT
76.78,86.71,0.0512,200.0,2357.3,13,56.1,67.4,0.746,SELL_NOW
52.43,62.03,0.1343,200.0,1864.9,14,34.7,60.9,0.403,SELL_NOW
26.0,31.8,0.0614,200.0,2915.6,13,56.8,4.8,0.662,AGGREGATE
57.02,63.11,0.078,0.0,1183.5,6,55.1,87.2,0.549,SELL_NOW
53.27,44.98,0.1061,0.0,2076.2,2,70.9,41.8,0.43,SELL_NOW
35.07,36.61,0.2048,5000.0,284.3,16,35.2,56.0,0.893,SELL_NOW
17.95,15.06,0.0133,500.0,1249.1,9,11.2,2.2,0.201,SELL_NOW
57.01,57.23,0.1659,500.0,2895.1,14,19.1,93.6,0.538,SELL_NOW
46.42,46.59,0.1705,1000.0,1663.0,5,84.5,90.3,0.275,SELL_NOW
64.06,53.36,0.2017,200.0,934.9,16,4.7,54.3,0.875,SELL_NOW
46.41,45.22,0.2339,0.0,448.8,16,103.1,57.7,0.328,SELL_NOW
69.65,59.59,0.0148,1000.0,2140.2,13,83.9,70.5,0.67,SELL_NOW
48.63,58.56,0.0469,1000.0,1970.1,17,92.6,26.5,0.249,AGGREGATE
49.27,62.76,0.2227,0.0,1184.4,4,100.6,22.2,0.464,AGGREGATE
71.37,59.67,0.12,500.0,2857.7,7,16.5,67.4,0.909,SELL_NOW
38.24,48.86,0.1455,200.0,164.4,6,99.0,10.4,0.249,STORE
19.38,20.57,0.1691,500.0,980.8,3,61.5,45.4,0.697,WAIT
12.01,11.41,0.173,1000.0,2771.1,17,106.5,49.3,0.284,SELL_NOW
62.86,52.7,0.2336,200.0,1030.7,4,106.6,38.1,0.474,SELL_NOW
53.42,56.11,0.2493,5000.0,831.5,15,4.9,18.5,0.587,WAIT
59.29,70.98,0.1828,1000.0,1649.2,13,47.2,35.5,0.62,AGGREGATE
24.91,28.73,0.0789,500.0,2489.0,18,64.1,33.8,0.642,AGGREGATE
19.55,16.13,0.2211,500.0,399.1,13,82.0,49.9,0.676,SELL_NOW
11.02,9.22,0.0218,500.0,2834.8,8,35.8,67.5,0.345,SELL_NOW
34.54,34.59,0.0655,0.0,2405.7,5,31.8,96.8,0.461,SELL_NOW
51.29,48.61,0.2254,1000.0,625.6,16,47.0,14.4,0.134,SELL_NOW
37.46,34.32,0.0715,200.0,2164.8,18,61.1,87.3,0.792,SELL_NOW
40.62,38.21,0.063,500.0,1216.4,11,114.2,28.4,0.853,SELL_NOW
73.29,88.08,0.0432,500.0,1266.7,3,91.9,59.1,0.279,AGGREGATE
34.38,43.47,0.2162,0.0,2371.5,15,52.7,54.7,0.281,AGGREGATE
45.98,46.1,0.13,200.0,2892.1,10,8.4,55.7,0.138,WAIT
64.86,81.27,0.172,1000.0,467.3,3,21.9,72.3,0.973,SELL_NOW
37.76,36.28,0.0674,5000.0,1319.8,16,55.8,38.2,0.826,WAIT
53.55,55.59,0.1919,0.0,1494.7,7,98.0,31.9,0.425,WAIT
70.37,64.24,0.1924,1000.0,1191.3,13,46.9,85.3,0.534,SELL_NOW
76.47,85.66,0.085,5000.0,1153.2,1,65.5,22.0,0.363,STORE
20.3,26.17,0.1086,500.0,251.6,10,107.2,18.0,0.638,WAIT
74.86,82.48,0.0603,500.0,2088.1,10,109.8,1.6,0.746,AGGREGATE
44.45,43.51,0.2444,200.0,1365.0,5,27.5,21.1,0.503,WAIT
28.08,31.56,0.1649,5000.0,664.9,20,7.1,51.9,0.886,SELL_NOW
42.14,36.3,0.2343,500.0,2466.5,20,38.0,53.9,0.565,SELL_NOW
78.6,97.81,0.0828,500.0,2427.4,13,84.1,25.4,0.23,AGGREGATE
44.48,46.78,0.1977,200.0,1510.5,9,114.2,7.2,0.66,WAIT
33.01,33.83,0.1938,1000.0,965.5,7,11.1,74.5,0.516,WAIT
54.34,59.39,0.176,500.0,1950.5,6,5.4,75.8,0.942,SELL_NOW
26.81,29.82,0.2418,0.0,935.6,7,106.3,99.8,0.453,SELL_NOW
15.31,12.8,0.1045,0.0,784.4,7,90.3,90.0,0.463,SELL_NOW
19.02,21.71,0.0414,1000.0,2218.5,1,119.1,92.6,0.686,SELL_NOW
18.96,17.46,0.1712,5000.0,216.9,15,48.8,79.8,0.574,SELL_NOW
20.63,23.87,0.185,200.0,374.8,8,51.1,61.6,0.437,SELL_NOW
19.72,23.88,0.148,0.0,119.7,12,22.3,12.9,0.991,AGGREGATE
54.86,65.94,0.0596,0.0,543.5,11,15.7,62.2,0.372,SELL_NOW
22.73,24.46,0.1311,1000.0,300.1,16,70.3,5.6,0.35,WAIT
34.2,36.25,0.0849,5000.0,2987.8,1,45.0,88.5,0.878,SELL_NOW
72.78,63.42,0.1126,5000.0,937.5,12,11.5,48.2,0.103,SELL_NOW
43.18,51.28,0.1649,1000.0,532.9,0,106.7,69.7,0.281,STORE
56.73,53.08,0.1889,0.0,798.9,18,25.4,5.2,0.631,SELL_NOW
22.06,23.13,0.0657,200.0,2814.8,10,90.3,53.4,0.246,WAIT
23.46,22.1,0.1073,0.0,1608.5,4,35.3,30.1,0.987,SELL_NOW
12.86,11.15,0.0746,5000.0,1158.0,0,97.9,28.5,0.518,SELL_NOW
21.83,24.33,0.0577,0.0,2632.8,19,16.0,39.0,0.638,AGGREGATE
29.5,24.4,0.198,200.0,1245.5,12,91.2,0.1,0.244,SELL_NOW
22.39,26.29,0.2282,500.0,1071.5,7,13.6,46.7,0.36,AGGREGATE
16.21,15.54,0.0989,0.0,701.1,5,54.7,48.7,0.653,WAIT
18.44,14.76,0.1903,1000.0,1195.6,16,88.6,86.3,0.595,SELL_NOW
42.25,44.6,0.2253,500.0,1018.4,11,22.4,44.9,0.806,SELL_NOW
24.44,20.13,0.2131,1000.0,2064.2,0,35.7,36.4,0.342,SELL_NOW
35.5,33.3,0.0539,1000.0,939.8,2,104.0,99.5,0.688,SELL_NOW
45.24,52.18,0.2395,1000.0,1773.9,13,106.4,57.1,0.362,AGGREGATE
58.33,48.49,0.1004,0.0,291.1,7,7.3,47.3,0.628,SELL_NOW
12.75,15.55,0.0914,5000.0,654.7,10,21.8,49.6,0.645,WAIT
65.96,52.89,0.025,500.0,1281.5,13,15.9,80.9,0.21,SELL_NOW
53.95,49.82,0.1267,200.0,2817.2,7,23.2,34.1,0.594,SELL_NOW
15.72,18.4,0.0362,5000.0,1194.0,2,116.5,38.9,0.111,STORE
71.15,68.17,0.0696,0.0,2025.8,6,67.1,75.6,0.551,SELL_NOW
74.46,63.36,0.0861,1000.0,839.8,18,57.2,7.3,0.728,SELL_NOW
14.28,13.99,0.2041,200.0,468.4,3,118.2,86.5,0.166,SELL_NOW
29.38,27.48,0.2201,500.0,269.8,15,67.7,43.0,0.945,SELL_NOW
66.43,81.14,0.0826,5000.0,985.7,12,80.0,58.1,0.513,WAIT
62.38,59.68,0.2161,5000.0,557.2,19,41.3,75.7,0.945,WAIT
22.92,27.37,0.2157,200.0,604.6,18,47.1,26.6,0.197,AGGREGATE
24.65,30.72,0.1935,0.0,2306.2,4,72.1,89.0,0.955,SELL_NOW
35.93,36.54,0.0452,500.0,145.9,4,10.2,97.9,0.198,WAIT
43.92,55.11,0.1757,200.0,1717.6,19,32.2,49.4,0.515,AGGREGATE
53.28,52.67,0.2368,1000.0,1200.4,3,25.2,93.7,0.944,SELL_NOW
35.82,45.93,0.1738,500.0,1569.0,1,3.9,0.1,0.309,AGGREGATE
42.38,35.79,0.0896,5000.0,1732.2,12,65.4,89.4,0.131,SELL_NOW
62.32,71.27,0.1301,200.0,1008.8,15,68.2,31.1,0.814,AGGREGATE
12.57,13.16,0.165,5000.0,955.8,1,47.3,31.1,0.636,WAIT
27.67,27.5,0.1325,5000.0,2226.9,18,33.7,22.8,0.563,WAIT
59.93,66.91,0.0388,5000.0,2626.7,16,78.9,31.7,0.131,STORE
72.66,83.7,0.0849,0.0,658.5,4,17.9,21.3,0.688,AGGREGATE
45.82,36.75,0.2026,5000.0,383.1,17,63.2,90.6,0.254,SELL_NOW
47.25,41.74,0.2167,1000.0,2703.6,20,92.6,89.9,0.938,SELL_NOW
17.5,20.24,0.043,1000.0,1114.7,17,21.4,10.2,0.717,AGGREGATE
41.32,46.82,0.2386,500.0,1698.8,7,90.9,14.3,0.736,AGGREGATE
47.28,60.67,0.0889,5000.0,1142.7,14,91.8,86.2,0.309,STORE
26.97,31.84,0.169,5000.0,464.8,12,9.1,39.9,0.893,SELL_NOW
28.85,36.79,0.1904,200.0,1809.1,12,4.2,16.9,0.584,AGGREGATE
36.41,41.92,0.2049,0.0,1622.9,15,116.9,51.1,0.871,AGGREGATE
11.4,10.82,0.237,500.0,688.7,19,24.8,41.7,0.344,SELL_NOW
32.55,27.75,0.0851,5000.0,1410.4,12,99.0,21.9,0.78,SELL_NOW
